classAbbr,studentId,semester,grade
"DBS",315592096.0,"1312",67.0
"ASL",315592096.0,"1309",100.0
"PWA1",315592096.0,"1309",80.0
"ADB",219386984.0,"1302",95.0
"PWA1",219386984.0,"1001",76.0
"ADT",219386984.0,"1001",66.0
"ADT",219386984.0,"1312",64.0
"WPP",219386984.0,"1403",72.0
"ADB",219386984.0,"1109",84.0
"SSL",701921635.0,"1310",74.0
"ATW",701921635.0,"1206",100.0
"SMS",701921635.0,"1101",91.0
"ADT",701921635.0,"1206",81.0
"ATW",701921635.0,"1301",71.0
"DBS",701921635.0,"1011",81.0
"PWA2",264467004.0,"1109",94.0
"ADT",264467004.0,"1407",88.0
"DBS",264467004.0,"1412",66.0
"PWA2",264467004.0,"1410",87.0
"ADB",264467004.0,"1201",77.0
"ATW",264467004.0,"1212",89.0
"WPP",307755864.0,"1110",63.0
"PWA2",307755864.0,"1003",70.0
"ATW",307755864.0,"1003",89.0
"WPP",307755864.0,"1404",79.0
"SSL",307755864.0,"1210",90.0
"ADT",307755864.0,"1209",95.0
"ATW",258476576.0,"1402",63.0
"ATW",258476576.0,"1304",61.0
"ATW",258476576.0,"1112",93.0
"DBS",258476576.0,"1009",89.0
"PWA1",258476576.0,"1204",71.0
"ATW",258476576.0,"1402",66.0
"SSL",861824378.0,"1202",83.0
"PWA1",861824378.0,"1309",69.0
"ASL",861824378.0,"1412",84.0
"WPP",861824378.0,"1403",81.0
"PWA1",861824378.0,"1003",62.0
"SSL",861824378.0,"1406",66.0
"ADB",763187533.0,"1401",95.0
"PWA1",763187533.0,"1309",79.0
"ADB",763187533.0,"1110",76.0
"PWA2",763187533.0,"1003",94.0
"PWA2",763187533.0,"1312",96.0
"ATW",763187533.0,"1210",60.0
"PWA2",862732938.0,"1307",72.0
"WPP",862732938.0,"1301",92.0
"ATW",862732938.0,"1411",79.0
"ADB",862732938.0,"1103",96.0
"WPP",862732938.0,"1311",63.0
"PWA1",862732938.0,"1301",84.0
"ATW",897358504.0,"1303",87.0
"SMS",897358504.0,"1407",75.0
"WPP",897358504.0,"1404",69.0
"PWA2",897358504.0,"1001",92.0
"PWA1",897358504.0,"1206",70.0
"SSL",897358504.0,"1104",74.0
"PWA1",461223570.0,"1012",76.0
"PWA2",461223570.0,"1304",75.0
"ADT",461223570.0,"1401",92.0
"ATW",461223570.0,"1103",74.0
"ADT",461223570.0,"1204",92.0
"SMS",461223570.0,"1009",61.0
"ASL",958875933.0,"1310",71.0
"PWA2",958875933.0,"1009",72.0
"DBS",958875933.0,"1002",87.0
"SMS",958875933.0,"1207",73.0
"ADT",958875933.0,"1111",96.0
"SMS",958875933.0,"1007",61.0
"ADT",441895116.0,"1206",63.0
"PWA1",441895116.0,"1401",74.0
"ADB",441895116.0,"1106",91.0
"WPP",441895116.0,"1309",63.0
"PWA2",441895116.0,"1206",73.0
"ADT",441895116.0,"1310",73.0
"PWA2",736311799.0,"1410",71.0
"PWA1",736311799.0,"1108",81.0
"WPP",736311799.0,"1302",88.0
"PWA2",736311799.0,"1206",65.0
"PWA2",736311799.0,"1102",89.0
"ATW",736311799.0,"1107",75.0
"ATW",902766751.0,"1106",89.0
"WPP",902766751.0,"1006",84.0
"DBS",902766751.0,"1307",62.0
"ASL",902766751.0,"1010",65.0
"PWA2",902766751.0,"1212",85.0
"SSL",902766751.0,"1007",67.0
"ADT",350397761.0,"1006",94.0
"ADT",350397761.0,"1009",97.0
"WPP",350397761.0,"1208",86.0
"PWA1",350397761.0,"1006",85.0
"DBS",350397761.0,"1212",92.0
"ADB",350397761.0,"1012",94.0
"PWA2",635738717.0,"1402",66.0
"WPP",635738717.0,"1105",66.0
"PWA2",635738717.0,"1109",61.0
"SSL",635738717.0,"1308",77.0
"PWA1",635738717.0,"1104",76.0
"PWA2",635738717.0,"1402",70.0
"SMS",938054676.0,"1301",97.0
"SSL",938054676.0,"1007",70.0
"ADB",938054676.0,"1304",86.0
"ASL",938054676.0,"1207",72.0
"ASL",938054676.0,"1204",90.0
"ADB",938054676.0,"1312",77.0
"SMS",441002947.0,"1012",80.0
"PWA2",441002947.0,"1406",60.0
"WPP",441002947.0,"1106",62.0
"PWA2",441002947.0,"1304",81.0
"SMS",441002947.0,"1407",75.0
"ASL",441002947.0,"1407",61.0
"ATW",350962087.0,"1011",69.0
"WPP",350962087.0,"1408",91.0
"ADT",350962087.0,"1003",91.0
"ATW",350962087.0,"1109",97.0
"ASL",350962087.0,"1310",76.0
"WPP",350962087.0,"1105",63.0
"ATW",776772178.0,"1210",71.0
"WPP",776772178.0,"1407",93.0
"DBS",776772178.0,"1306",89.0
"SMS",776772178.0,"1107",78.0
"ADB",776772178.0,"1101",85.0
"PWA1",776772178.0,"1404",93.0
"ADB",734671826.0,"1401",63.0
"ATW",734671826.0,"1411",85.0
"ATW",734671826.0,"1004",85.0
"ADT",734671826.0,"1006",76.0
"PWA1",734671826.0,"1010",89.0
"SSL",734671826.0,"1102",61.0
"PWA2",778547421.0,"1002",62.0
"WPP",778547421.0,"1410",94.0
"ATW",778547421.0,"1411",92.0
"PWA1",778547421.0,"1206",92.0
"ADT",778547421.0,"1006",94.0
"ADT",778547421.0,"1405",86.0
"DBS",193927442.0,"1110",68.0
"ASL",193927442.0,"1012",78.0
"WPP",193927442.0,"1005",61.0
"ADB",193927442.0,"1112",86.0
"ASL",193927442.0,"1305",85.0
"ADT",193927442.0,"1005",70.0
"SMS",306110084.0,"1305",83.0
"PWA1",306110084.0,"1408",90.0
"WPP",306110084.0,"1402",90.0
"PWA2",306110084.0,"1211",95.0
"WPP",306110084.0,"1409",65.0
"ATW",306110084.0,"1103",83.0
"ADB",859436600.0,"1310",69.0
"PWA1",859436600.0,"1106",92.0
"ATW",859436600.0,"1003",88.0
"ADB",859436600.0,"1406",80.0
"ADB",859436600.0,"1005",86.0
"PWA2",859436600.0,"1107",61.0
"SMS",746587456.0,"1404",99.0
"PWA1",746587456.0,"1410",70.0
"SMS",746587456.0,"1004",65.0
"SSL",746587456.0,"1011",79.0
"ADB",746587456.0,"1202",69.0
"PWA2",746587456.0,"1304",67.0
"DBS",939152840.0,"1103",81.0
"DBS",939152840.0,"1003",68.0
"ADB",939152840.0,"1109",72.0
"SSL",939152840.0,"1401",62.0
"ADB",939152840.0,"1007",71.0
"ASL",939152840.0,"1007",86.0
"WPP",808918365.0,"1310",63.0
"PWA2",808918365.0,"1301",63.0
"WPP",808918365.0,"1205",62.0
"SSL",808918365.0,"1306",60.0
"WPP",808918365.0,"1301",69.0
"ATW",808918365.0,"1006",100.0
"PWA1",747903686.0,"1008",71.0
"ADT",747903686.0,"1301",74.0
"SSL",747903686.0,"1003",71.0
"ATW",747903686.0,"1103",91.0
"PWA1",747903686.0,"1107",71.0
"ADT",747903686.0,"1207",78.0
"SSL",824092606.0,"1109",70.0
"PWA2",824092606.0,"1112",73.0
"DBS",824092606.0,"1101",88.0
"ATW",824092606.0,"1203",80.0
"PWA1",824092606.0,"1209",96.0
"ADB",824092606.0,"1208",61.0
"SSL",878003543.0,"1308",78.0
"PWA2",878003543.0,"1104",79.0
"SMS",878003543.0,"1209",68.0
"ASL",878003543.0,"1002",90.0
"ADB",878003543.0,"1401",82.0
"DBS",878003543.0,"1202",82.0
"DBS",163291458.0,"1110",85.0
"SMS",163291458.0,"1407",63.0
"SSL",163291458.0,"1404",89.0
"ADT",163291458.0,"1308",90.0
"PWA2",163291458.0,"1403",85.0
"ADB",163291458.0,"1409",90.0
"DBS",371593031.0,"1308",77.0
"PWA1",371593031.0,"1406",85.0
"ATW",371593031.0,"1012",84.0
"DBS",371593031.0,"1002",83.0
"SMS",371593031.0,"1310",66.0
"PWA1",371593031.0,"1209",69.0
"WPP",394701398.0,"1009",62.0
"SMS",394701398.0,"1305",87.0
"SSL",394701398.0,"1301",76.0
"ATW",394701398.0,"1302",75.0
"WPP",394701398.0,"1312",86.0
"DBS",394701398.0,"1201",85.0
"SSL",268748665.0,"1011",95.0
"DBS",268748665.0,"1303",77.0
"ADT",268748665.0,"1104",67.0
"ADB",268748665.0,"1408",75.0
"ASL",268748665.0,"1008",86.0
"ADB",268748665.0,"1003",97.0
"DBS",899747240.0,"1307",97.0
"WPP",899747240.0,"1401",77.0
"ASL",899747240.0,"1409",80.0
"SMS",899747240.0,"1011",74.0
"PWA1",899747240.0,"1012",76.0
"PWA2",899747240.0,"1105",89.0
"PWA1",176424292.0,"1412",72.0
"ADT",176424292.0,"1403",82.0
"ASL",176424292.0,"1012",78.0
"ADB",176424292.0,"1104",65.0
"ATW",176424292.0,"1304",65.0
"ADT",176424292.0,"1307",89.0
"ASL",958073914.0,"1211",75.0
"PWA1",958073914.0,"1406",62.0
"PWA2",958073914.0,"1311",88.0
"DBS",958073914.0,"1203",63.0
"PWA2",958073914.0,"1304",87.0
"ATW",958073914.0,"1209",89.0
"ADB",844254026.0,"1104",75.0
"PWA1",844254026.0,"1405",81.0
"ASL",844254026.0,"1309",80.0
"ATW",844254026.0,"1304",98.0
"ASL",844254026.0,"1411",61.0
"SSL",844254026.0,"1405",95.0
"ADT",135496914.0,"1408",89.0
"ADT",135496914.0,"1107",96.0
"SSL",135496914.0,"1412",77.0
"SSL",135496914.0,"1202",61.0
"PWA2",135496914.0,"1303",100.0
"ADB",135496914.0,"1008",96.0
"PWA2",663789436.0,"1012",99.0
"WPP",663789436.0,"1112",91.0
"SSL",663789436.0,"1304",66.0
"ASL",663789436.0,"1010",67.0
"DBS",663789436.0,"1006",87.0
"ATW",663789436.0,"1211",100.0
"PWA1",862189786.0,"1410",78.0
"WPP",862189786.0,"1401",96.0
"ADB",862189786.0,"1011",61.0
"WPP",862189786.0,"1211",90.0
"WPP",862189786.0,"1012",62.0
"ATW",862189786.0,"1003",60.0
"DBS",876741436.0,"1102",90.0
"ATW",876741436.0,"1408",69.0
"ASL",876741436.0,"1001",80.0
"PWA1",876741436.0,"1405",67.0
"SSL",876741436.0,"1103",74.0
"PWA2",876741436.0,"1403",73.0
"ASL",385670945.0,"1002",81.0
"WPP",385670945.0,"1305",79.0
"PWA1",385670945.0,"1010",88.0
"ADB",385670945.0,"1005",92.0
"ASL",385670945.0,"1412",60.0
"DBS",385670945.0,"1010",83.0
"ASL",232467252.0,"1404",75.0
"SMS",232467252.0,"1109",72.0
"ADT",232467252.0,"1006",65.0
"PWA1",232467252.0,"1401",88.0
"ADB",232467252.0,"1306",92.0
"ASL",232467252.0,"1111",96.0
"ATW",897139966.0,"1004",87.0
"PWA2",897139966.0,"1310",79.0
"WPP",897139966.0,"1008",71.0
"DBS",897139966.0,"1409",60.0
"WPP",897139966.0,"1408",73.0
"PWA1",897139966.0,"1101",81.0
"SMS",869220515.0,"1212",90.0
"SMS",869220515.0,"1008",81.0
"ADB",869220515.0,"1102",64.0
"SSL",869220515.0,"1302",70.0
"ADB",869220515.0,"1102",68.0
"PWA1",869220515.0,"1008",95.0
"SSL",910814195.0,"1301",100.0
"PWA1",910814195.0,"1311",92.0
"SSL",910814195.0,"1203",95.0
"PWA2",910814195.0,"1304",82.0
"SMS",910814195.0,"1208",82.0
"PWA2",910814195.0,"1410",94.0
"PWA1",138145362.0,"1402",84.0
"WPP",138145362.0,"1407",78.0
"DBS",138145362.0,"1208",82.0
"ATW",138145362.0,"1204",97.0
"SMS",138145362.0,"1002",78.0
"DBS",138145362.0,"1305",93.0
"ASL",929937844.0,"1103",90.0
"SSL",929937844.0,"1110",62.0
"WPP",929937844.0,"1110",64.0
"PWA2",929937844.0,"1111",75.0
"PWA1",929937844.0,"1209",75.0
"WPP",929937844.0,"1301",94.0
"ADB",564507011.0,"1106",96.0
"ADB",564507011.0,"1410",75.0
"DBS",564507011.0,"1207",70.0
"SMS",564507011.0,"1307",89.0
"ADT",564507011.0,"1308",88.0
"PWA1",564507011.0,"1408",60.0
"ADT",967499719.0,"1305",61.0
"ATW",967499719.0,"1007",92.0
"SSL",967499719.0,"1211",79.0
"WPP",967499719.0,"1107",93.0
"DBS",967499719.0,"1302",77.0
"SMS",967499719.0,"1411",100.0
"ADT",600505394.0,"1206",66.0
"ADT",600505394.0,"1002",70.0
"PWA1",600505394.0,"1010",88.0
"SMS",600505394.0,"1205",66.0
"DBS",600505394.0,"1405",90.0
"DBS",600505394.0,"1107",66.0
"SMS",984369776.0,"1204",95.0
"SSL",984369776.0,"1305",100.0
"PWA1",984369776.0,"1207",76.0
"ADT",984369776.0,"1312",96.0
"PWA2",984369776.0,"1308",67.0
"ASL",984369776.0,"1308",93.0
"DBS",467614533.0,"1005",99.0
"ADB",467614533.0,"1312",93.0
"SSL",467614533.0,"1404",92.0
"WPP",467614533.0,"1101",92.0
"DBS",467614533.0,"1207",84.0
"PWA2",467614533.0,"1103",99.0
"PWA1",435090038.0,"1409",60.0
"SSL",435090038.0,"1406",99.0
"DBS",435090038.0,"1104",60.0
"SMS",435090038.0,"1001",65.0
"WPP",435090038.0,"1405",87.0
"ATW",435090038.0,"1006",71.0
"ATW",184441903.0,"1301",70.0
"PWA1",184441903.0,"1008",82.0
"ADB",184441903.0,"1304",86.0
"ADT",184441903.0,"1111",77.0
"PWA2",184441903.0,"1410",88.0
"SSL",184441903.0,"1402",93.0
"PWA2",786465890.0,"1306",70.0
"SSL",786465890.0,"1004",85.0
"ASL",786465890.0,"1203",71.0
"ADB",786465890.0,"1301",92.0
"ATW",786465890.0,"1311",74.0
"ADB",786465890.0,"1112",81.0
"DBS",664395067.0,"1211",89.0
"ATW",664395067.0,"1006",60.0
"ADB",664395067.0,"1312",91.0
"WPP",664395067.0,"1312",85.0
"DBS",664395067.0,"1110",85.0
"SMS",664395067.0,"1209",63.0
"SSL",184325927.0,"1309",60.0
"ATW",184325927.0,"1308",89.0
"WPP",184325927.0,"1101",92.0
"ADB",184325927.0,"1006",83.0
"SSL",184325927.0,"1108",86.0
"ADB",184325927.0,"1106",79.0
"PWA2",211968768.0,"1408",93.0
"PWA1",211968768.0,"1011",84.0
"ADT",211968768.0,"1411",77.0
"ATW",211968768.0,"1201",95.0
"SSL",211968768.0,"1409",86.0
"WPP",211968768.0,"1109",80.0
"ASL",422757791.0,"1302",94.0
"PWA1",422757791.0,"1012",60.0
"ATW",422757791.0,"1312",91.0
"DBS",422757791.0,"1206",80.0
"PWA2",422757791.0,"1401",98.0
"ADT",422757791.0,"1407",93.0
"ATW",291406853.0,"1011",96.0
"WPP",291406853.0,"1303",73.0
"ADB",291406853.0,"1007",100.0
"SMS",291406853.0,"1209",90.0
"ADB",291406853.0,"1205",60.0
"PWA2",291406853.0,"1405",98.0
"PWA1",393237127.0,"1410",95.0
"SSL",393237127.0,"1101",95.0
"ASL",393237127.0,"1406",100.0
"DBS",393237127.0,"1411",69.0
"ADT",393237127.0,"1403",95.0
"DBS",393237127.0,"1005",64.0
"ADB",422716228.0,"1004",89.0
"PWA2",422716228.0,"1001",100.0
"PWA2",422716228.0,"1409",75.0
"ADB",422716228.0,"1208",95.0
"SMS",422716228.0,"1301",96.0
"ADT",422716228.0,"1103",73.0
"ADB",219192014.0,"1407",78.0
"ASL",219192014.0,"1410",66.0
"ADT",219192014.0,"1203",75.0
"PWA2",219192014.0,"1105",78.0
"DBS",219192014.0,"1305",82.0
"SSL",219192014.0,"1108",100.0
"PWA1",585715246.0,"1207",91.0
"ATW",585715246.0,"1011",89.0
"ASL",585715246.0,"1110",82.0
"ASL",585715246.0,"1409",87.0
"SMS",585715246.0,"1003",75.0
"ADB",585715246.0,"1304",67.0
"ADT",887230519.0,"1204",81.0
"ASL",887230519.0,"1201",99.0
"PWA1",887230519.0,"1410",70.0
"SSL",887230519.0,"1211",61.0
"ASL",887230519.0,"1203",65.0
"ADB",887230519.0,"1404",71.0
"PWA2",702780881.0,"1309",60.0
"ADB",702780881.0,"1311",79.0
"SMS",702780881.0,"1201",84.0
"PWA1",702780881.0,"1410",71.0
"WPP",702780881.0,"1012",68.0
"SSL",702780881.0,"1006",73.0
"PWA1",619030257.0,"1201",95.0
"PWA1",619030257.0,"1007",82.0
"SMS",619030257.0,"1206",81.0
"PWA2",619030257.0,"1407",94.0
"PWA2",619030257.0,"1004",99.0
"ADT",619030257.0,"1209",98.0
"ASL",917385604.0,"1408",74.0
"WPP",917385604.0,"1312",87.0
"DBS",917385604.0,"1306",97.0
"SMS",917385604.0,"1009",95.0
"WPP",917385604.0,"1104",79.0
"SMS",917385604.0,"1006",100.0
"WPP",476687830.0,"1412",64.0
"ASL",476687830.0,"1201",87.0
"DBS",476687830.0,"1111",98.0
"PWA2",476687830.0,"1210",64.0
"DBS",476687830.0,"1306",100.0
"ATW",476687830.0,"1106",86.0
"SMS",955632885.0,"1209",76.0
"ASL",955632885.0,"1010",73.0
"PWA2",955632885.0,"1403",88.0
"ATW",955632885.0,"1410",74.0
"ADT",955632885.0,"1308",68.0
"SSL",955632885.0,"1303",68.0
"SSL",292138616.0,"1207",88.0
"WPP",292138616.0,"1008",87.0
"WPP",292138616.0,"1002",100.0
"ATW",292138616.0,"1202",93.0
"ATW",292138616.0,"1410",79.0
"PWA1",292138616.0,"1003",75.0
"ASL",462740323.0,"1407",84.0
"SSL",462740323.0,"1310",89.0
"ASL",462740323.0,"1212",75.0
"PWA1",462740323.0,"1303",67.0
"DBS",462740323.0,"1101",67.0
"ATW",462740323.0,"1410",65.0
"ASL",382228949.0,"1310",79.0
"ASL",382228949.0,"1211",62.0
"SSL",382228949.0,"1202",97.0
"WPP",382228949.0,"1403",89.0
"WPP",382228949.0,"1211",77.0
"ASL",382228949.0,"1003",61.0
"SMS",432567581.0,"1101",67.0
"SMS",432567581.0,"1306",70.0
"WPP",432567581.0,"1405",61.0
"ATW",432567581.0,"1203",71.0
"SSL",432567581.0,"1007",79.0
"ASL",432567581.0,"1104",95.0
"ATW",755899258.0,"1302",97.0
"SSL",755899258.0,"1104",62.0
"PWA2",755899258.0,"1207",98.0
"ASL",755899258.0,"1405",95.0
"ATW",755899258.0,"1209",86.0
"ADT",755899258.0,"1404",89.0
"WPP",767579893.0,"1410",61.0
"ADB",767579893.0,"1410",81.0
"PWA2",767579893.0,"1303",71.0
"WPP",767579893.0,"1107",75.0
"WPP",767579893.0,"1204",86.0
"WPP",767579893.0,"1011",72.0
"ATW",544929256.0,"1410",90.0
"ADB",544929256.0,"1106",85.0
"DBS",544929256.0,"1206",98.0
"SSL",544929256.0,"1012",100.0
"PWA1",544929256.0,"1112",82.0
"ADT",544929256.0,"1105",71.0
"SMS",139776871.0,"1009",95.0
"DBS",139776871.0,"1205",75.0
"ADT",139776871.0,"1001",85.0
"ASL",139776871.0,"1309",65.0
"ADT",139776871.0,"1306",65.0
"DBS",139776871.0,"1205",92.0
"WPP",940578406.0,"1208",73.0
"PWA2",940578406.0,"1105",60.0
"ADT",940578406.0,"1106",79.0
"WPP",940578406.0,"1410",86.0
"ADB",940578406.0,"1203",80.0
"PWA1",940578406.0,"1108",89.0
"ADB",789308024.0,"1103",67.0
"ASL",789308024.0,"1202",86.0
"PWA1",789308024.0,"1207",77.0
"ADB",789308024.0,"1205",100.0
"ATW",789308024.0,"1407",96.0
"SMS",789308024.0,"1010",61.0
"WPP",344566899.0,"1010",96.0
"PWA1",344566899.0,"1208",63.0
"PWA2",344566899.0,"1402",73.0
"DBS",344566899.0,"1407",75.0
"SSL",344566899.0,"1403",95.0
"PWA1",344566899.0,"1011",64.0
"PWA1",781002591.0,"1311",81.0
"ADB",781002591.0,"1110",95.0
"DBS",781002591.0,"1309",85.0
"PWA2",781002591.0,"1305",65.0
"SSL",781002591.0,"1301",90.0
"ATW",781002591.0,"1201",67.0
"ADT",922784924.0,"1210",92.0
"DBS",922784924.0,"1207",71.0
"WPP",922784924.0,"1001",86.0
"ADT",922784924.0,"1409",80.0
"PWA1",922784924.0,"1110",75.0
"PWA2",922784924.0,"1405",77.0
"WPP",196441719.0,"1306",66.0
"WPP",196441719.0,"1001",71.0
"SMS",196441719.0,"1411",73.0
"ASL",196441719.0,"1009",81.0
"ADB",196441719.0,"1105",63.0
"ATW",196441719.0,"1409",76.0
"ADT",181065862.0,"1008",76.0
"ADB",181065862.0,"1206",68.0
"PWA1",181065862.0,"1301",63.0
"ASL",181065862.0,"1112",84.0
"PWA2",181065862.0,"1101",73.0
"PWA2",181065862.0,"1207",73.0
"WPP",651711122.0,"1210",71.0
"ADB",651711122.0,"1205",98.0
"SSL",651711122.0,"1306",85.0
"PWA1",651711122.0,"1308",96.0
"ATW",651711122.0,"1308",61.0
"SSL",651711122.0,"1003",97.0
"SSL",619840627.0,"1410",64.0
"ADT",619840627.0,"1309",85.0
"DBS",619840627.0,"1006",100.0
"WPP",619840627.0,"1101",64.0
"SSL",619840627.0,"1305",81.0
"WPP",619840627.0,"1103",100.0
"ADT",371220070.0,"1301",81.0
"ADB",371220070.0,"1102",78.0
"PWA2",371220070.0,"1008",92.0
"PWA1",371220070.0,"1104",97.0
"DBS",371220070.0,"1104",63.0
"PWA1",371220070.0,"1112",99.0
"SSL",510963719.0,"1101",88.0
"WPP",510963719.0,"1412",96.0
"ADT",510963719.0,"1206",66.0
"ADT",510963719.0,"1403",92.0
"DBS",510963719.0,"1009",93.0
"WPP",510963719.0,"1307",86.0
"PWA2",646831560.0,"1404",81.0
"ADB",646831560.0,"1012",67.0
"ATW",646831560.0,"1305",95.0
"PWA1",646831560.0,"1110",65.0
"ASL",646831560.0,"1409",84.0
"SSL",646831560.0,"1202",66.0
"ASL",937606283.0,"1210",79.0
"PWA2",937606283.0,"1301",65.0
"ADT",937606283.0,"1301",100.0
"ATW",937606283.0,"1101",70.0
"ATW",937606283.0,"1411",99.0
"PWA1",937606283.0,"1009",82.0
"WPP",363040561.0,"1304",76.0
"DBS",363040561.0,"1205",74.0
"WPP",363040561.0,"1407",61.0
"PWA1",363040561.0,"1301",80.0
"ADB",363040561.0,"1401",100.0
"SSL",363040561.0,"1108",97.0
"ADB",643319361.0,"1203",71.0
"DBS",643319361.0,"1007",91.0
"DBS",643319361.0,"1408",93.0
"ADT",643319361.0,"1402",65.0
"SSL",643319361.0,"1001",66.0
"ADT",643319361.0,"1211",68.0
"ASL",895867496.0,"1111",82.0
"DBS",895867496.0,"1002",87.0
"PWA2",895867496.0,"1210",76.0
"ASL",895867496.0,"1209",98.0
"ATW",895867496.0,"1204",66.0
"SMS",895867496.0,"1108",96.0
"SSL",828780142.0,"1012",89.0
"SMS",828780142.0,"1208",81.0
"DBS",828780142.0,"1008",82.0
"ASL",828780142.0,"1112",89.0
"ADB",828780142.0,"1109",87.0
"PWA2",828780142.0,"1311",82.0
"ASL",980961244.0,"1104",86.0
"ATW",980961244.0,"1306",69.0
"PWA1",980961244.0,"1007",67.0
"ATW",980961244.0,"1008",99.0
"ADB",980961244.0,"1004",61.0
"ATW",980961244.0,"1402",75.0
"PWA2",817931990.0,"1205",86.0
"ADT",817931990.0,"1108",68.0
"PWA1",817931990.0,"1105",71.0
"ASL",817931990.0,"1212",97.0
"ATW",817931990.0,"1009",67.0
"PWA2",817931990.0,"1311",95.0
"DBS",907967000.0,"1411",61.0
"PWA2",907967000.0,"1311",89.0
"ASL",907967000.0,"1209",68.0
"SSL",907967000.0,"1410",76.0
"PWA2",907967000.0,"1002",93.0
"PWA1",907967000.0,"1012",62.0
"ATW",230265768.0,"1306",60.0
"SSL",230265768.0,"1111",82.0
"WPP",230265768.0,"1411",96.0
"SSL",230265768.0,"1211",72.0
"WPP",230265768.0,"1006",65.0
"PWA2",230265768.0,"1405",94.0
"WPP",280708038.0,"1301",65.0
"DBS",280708038.0,"1404",85.0
"ASL",280708038.0,"1103",88.0
"ATW",280708038.0,"1312",64.0
"PWA1",280708038.0,"1412",67.0
"ATW",280708038.0,"1106",91.0
"SMS",622816003.0,"1206",98.0
"ADT",622816003.0,"1202",68.0
"SMS",622816003.0,"1101",76.0
"WPP",622816003.0,"1309",90.0
"DBS",622816003.0,"1211",86.0
"PWA2",622816003.0,"1004",71.0
"PWA1",524389009.0,"1003",97.0
"DBS",524389009.0,"1406",74.0
"ADT",524389009.0,"1210",93.0
"ADB",524389009.0,"1405",92.0
"ADT",524389009.0,"1304",89.0
"PWA2",524389009.0,"1008",97.0
"ADT",360641378.0,"1101",82.0
"ASL",360641378.0,"1401",83.0
"SMS",360641378.0,"1405",100.0
"SMS",360641378.0,"1304",94.0
"ADT",360641378.0,"1005",77.0
"SMS",360641378.0,"1006",71.0
"ATW",297216425.0,"1307",93.0
"ADT",297216425.0,"1202",100.0
"ATW",297216425.0,"1307",78.0
"ADT",297216425.0,"1008",83.0
"WPP",297216425.0,"1212",68.0
"ASL",297216425.0,"1408",60.0
"PWA1",213227780.0,"1205",83.0
"DBS",213227780.0,"1410",83.0
"ATW",213227780.0,"1304",96.0
"WPP",213227780.0,"1105",73.0
"SMS",213227780.0,"1412",60.0
"ADT",213227780.0,"1207",61.0
"PWA2",737488871.0,"1405",75.0
"WPP",737488871.0,"1206",77.0
"WPP",737488871.0,"1003",90.0
"ADB",737488871.0,"1402",78.0
"SMS",737488871.0,"1002",74.0
"SMS",737488871.0,"1203",70.0
"PWA1",291891650.0,"1301",88.0
"PWA2",291891650.0,"1205",86.0
"SSL",291891650.0,"1307",77.0
"SSL",291891650.0,"1404",73.0
"SSL",291891650.0,"1003",61.0
"PWA1",291891650.0,"1302",68.0
"WPP",516198619.0,"1304",86.0
"PWA1",516198619.0,"1311",83.0
"PWA2",516198619.0,"1204",74.0
"SMS",516198619.0,"1404",90.0
"ADB",516198619.0,"1301",80.0
"ADT",516198619.0,"1109",63.0
"ADT",765840651.0,"1103",94.0
"SSL",765840651.0,"1404",65.0
"PWA1",765840651.0,"1401",60.0
"WPP",765840651.0,"1210",73.0
"SMS",765840651.0,"1004",93.0
"ADB",765840651.0,"1004",65.0
"SSL",817851724.0,"1005",81.0
"ASL",817851724.0,"1404",81.0
"SMS",817851724.0,"1001",63.0
"ASL",817851724.0,"1004",75.0
"ASL",817851724.0,"1102",90.0
"WPP",817851724.0,"1208",72.0
"WPP",505181491.0,"1311",90.0
"DBS",505181491.0,"1407",60.0
"DBS",505181491.0,"1004",69.0
"WPP",505181491.0,"1305",78.0
"PWA1",505181491.0,"1211",100.0
"DBS",505181491.0,"1103",63.0
"ADT",927583725.0,"1111",82.0
"ADT",927583725.0,"1301",70.0
"DBS",927583725.0,"1302",78.0
"DBS",927583725.0,"1010",75.0
"DBS",927583725.0,"1409",66.0
"ADB",927583725.0,"1012",90.0
"ADT",975809767.0,"1204",66.0
"ADT",975809767.0,"1302",91.0
"ATW",975809767.0,"1304",71.0
"ATW",975809767.0,"1210",76.0
"ADB",975809767.0,"1109",93.0
"WPP",975809767.0,"1003",60.0
"ADB",440052004.0,"1112",74.0
"SSL",440052004.0,"1005",84.0
"ADT",440052004.0,"1202",99.0
"SSL",440052004.0,"1407",70.0
"ATW",440052004.0,"1311",92.0
"ADB",440052004.0,"1106",96.0
"PWA2",355591632.0,"1402",79.0
"PWA2",355591632.0,"1411",70.0
"ADT",355591632.0,"1005",99.0
"ADB",355591632.0,"1404",61.0
"PWA1",355591632.0,"1108",61.0
"PWA1",355591632.0,"1404",81.0
"ADB",159870310.0,"1002",80.0
"SSL",159870310.0,"1010",97.0
"ADB",159870310.0,"1110",68.0
"SMS",159870310.0,"1002",70.0
"DBS",159870310.0,"1010",75.0
"SMS",159870310.0,"1406",85.0
"WPP",557540204.0,"1105",91.0
"SSL",557540204.0,"1010",60.0
"ADB",557540204.0,"1101",74.0
"PWA1",557540204.0,"1408",72.0
"PWA2",557540204.0,"1405",95.0
"SMS",557540204.0,"1304",64.0
"ASL",696676973.0,"1204",65.0
"ADB",696676973.0,"1308",80.0
"SSL",696676973.0,"1105",67.0
"SMS",696676973.0,"1105",80.0
